,tileID,X,Picture,AOI,Notes.Corrections,Date,Timepoint,file,Tank,Y,Run,Source,Type,Genotype
1977,72G,513,7,17,,6/25/20,Initial,I_7,32B,0.621,1,Mote,S,M-L-48
1978,72G,512,2,3,,6/25/20,Final,F_2,32B,0.58,1,Mote,S,M-L-48
1981,73G,514,6,21,,6/25/20,Initial,I_6,33B,0.604,1,Mote,S,M-L-48
1982,73G,515,4,4,,6/25/20,Final,F_4,33B,0.594,1,Mote,S,M-L-48
1985,74G,517,6,9,,6/25/20,Initial,I_6,37B,0.62,1,Mote,S,M-L-48
1986,74G,516,27,5,,6/25/20,Final,F_27,37B,0.117,1,Mote,S,M-L-48
1989,75G,518,19,9,,6/25/20,Final,F_19,36A,0.08,1,Mote,S,M-L-48
1990,75G,519,6,16,,6/25/20,Initial,I_6,36A,0.619,1,Mote,S,M-L-48
1993,76G,520,20,2,,6/25/20,Final,F_20,36A,0.113,1,Mote,S,M-L-48
1994,76G,521,7,21,,6/25/20,Initial,I_7,36A,0.635,1,Mote,S,M-L-48
1997,77G,523,11,8,,6/25/20,Final,F_11,35A,0.334,1,Mote,S,M-L-48
1998,77G,522,6,7,,6/25/20,Initial,I_6,35A,0.602,1,Mote,S,M-L-48
2000,78G,525,6,6,,6/25/20,Initial,I_6,33A,0.621,1,Mote,S,M-L-48
2001,78G,524,3,4,,6/25/20,Final,F_3,33A,0.359,1,Mote,S,M-L-48
2004,79G,526,6,14,,6/25/20,Initial,I_6,36B,0.62,1,Mote,S,M-L-48
2005,79G,527,22,1,Highs previous pic,6/25/20,Final,F_22,33A,0.162,1,Mote,S,M-L-48
2012,80G,528,8,7,,6/25/20,Final,F_8,34B,0.487,1,Mote,S,M-L-48
2013,80G,529,6,17,,6/25/20,Initial,I_6,34B,0.635,1,Mote,S,M-L-48
2015,81G,530,7,15,,6/25/20,Initial,I_7,35A,0.594,1,Mote,S,M-L-48
2016,81G,531,11,1,,6/25/20,Final,F_11,35A,0.323,1,Mote,S,M-L-48
2019,82G,532,6,22,,6/25/20,Initial,I_6,32A,0.614,1,Mote,S,M-L-48
2020,82G,533,1,15,,6/25/20,Final,F_1,32A,0.587,1,Mote,S,M-L-48
2023,83G,534,13,4,,6/25/20,Final,F_13,35B,0.34,1,Mote,S,M-L-48
2024,83G,535,6,11,,6/25/20,Initial,I_6,35B,0.617,1,Mote,S,M-L-48
2027,84G,537,27,4,,6/25/20,Final,F_27,37B,0.081,1,Mote,S,M-L-48
2028,84G,536,6,10,,6/25/20,Initial,I_6,37B,0.629,1,Mote,S,M-L-48
2031,85G,538,1,17,,6/25/20,Final,F_1,32A,0.631,1,Mote,S,M-L-48
2032,85G,539,6,4,,6/25/20,Initial,I_6,32A,0.627,1,Mote,S,M-L-48
2035,86G,541,4,5,,6/25/20,Final,F_4,33B,0.553,1,Mote,S,M-L-48
2036,86G,540,6,24,,6/25/20,Initial,I_6,33B,0.607,1,Mote,S,M-L-48
2039,87G,545,5,6,,6/25/20,Final,F_5,34A,0.53,1,Mote,S,M-L-48
2040,87G,544,6,18,,6/25/20,Initial,I_6,34A,0.629,1,Mote,S,M-L-48
2043,88G,548,6,5,,6/25/20,Initial,I_6,37A,0.604,1,Mote,S,M-L-48
2044,88G,549,25,6,,6/25/20,Final,F_25,37A,0,1,Mote,S,M-L-48
2047,89G,552,25,4,,6/25/20,Final,F_25,37A,0,1,Mote,S,M-L-48
2048,89G,553,6,20,,6/25/20,Initial,I_6,37A,0.619,1,Mote,S,M-L-48
144,134G,1085,25,1,NA,6/26/20,Final,25_F,35.5B,0.192,2,Mote,A,M-L-51
145,134G,1355,8,18,NA,6/26/20,Initial,8_I,35.5B,0.651,2,Mote,A,M-L-51
150,136G,1263,6,7,NA,6/26/20,Final,6_F,32.5A,0.642,2,Mote,A,M-L-51
151,136G,1356,8,19,NA,6/26/20,Initial,8_I,32.5A,0.659,2,Mote,A,M-L-51
154,137G,1357,8,20,NA,6/26/20,Initial,8_I,31.5A,0.66,2,Mote,A,M-L-51
155,137G,985,2,4,NA,6/26/20,Final,2_F,31.5A,0.636,2,Mote,A,M-L-51
158,138G,674,10,19,NA,6/26/20,Initial,10_I,36.5A,0.642,2,Mote,S,M-L-51
159,138G,1090,26,4,NA,6/26/20,Final,26_F,36.5A,0.14,2,Mote,S,M-L-51
162,139G,673,10,18,NA,6/26/20,Initial,10_I,33.5A,0.65,2,Mote,S,M-L-51
163,139G,652,10,10,NA,6/26/20,Final,10_F,33.5A,0.515,2,Mote,S,M-L-51
169,140G,671,10,16,NA,6/26/20,Initial,10_I,32.5A,0.654,2,Mote,S,M-L-51
170,140G,1236,5,20,NA,6/26/20,Final,5_F,32.5A,0.656,2,Mote,S,M-L-51
173,141G,669,10,14,NA,6/26/20,Initial,10_I,35.5B,0.646,2,Mote,S,M-L-51
174,141G,1077,24,5,NA,6/26/20,Final,24_F,35.5B,0.194,2,Mote,S,M-L-51
177,142G,1334,8,15,NA,6/26/20,Final,8_F,32.5B,0.666,2,Mote,S,M-L-51
178,142G,672,10,17,NA,6/26/20,Initial,10_I,32.5B,0.661,2,Mote,S,M-L-51
181,143G,670,10,15,NA,6/26/20,Initial,10_I,31.5A,0.663,2,Mote,S,M-L-51
182,143G,604,1,6,NA,6/26/20,Final,1_F,31.5A,0.625,2,Mote,S,M-L-51
185,144G,659,10,4,NA,6/26/20,Initial,10_I,32.5A,0.637,2,Mote,S,M-L-51
186,144G,1225,5,9,NA,6/26/20,Final,5_F,32.5A,0.66,2,Mote,S,M-L-51
189,145G,613,1,15,NA,6/26/20,Final,1_F,31.5A,0.586,2,Mote,S,M-L-51
190,145G,663,10,8,NA,6/26/20,Initial,10_I,31.5A,0.629,2,Mote,S,M-L-51
193,146G,668,10,13,NA,6/26/20,Initial,10_I,34.5A,0.641,2,Mote,S,M-L-51
194,146G,819,15,13,NA,6/26/20,Final,15_F,34.5A,0.454,2,Mote,S,M-L-51
197,147G,1133,28,16,NA,6/26/20,Final,28_F,36.5B,0.117,2,Mote,S,M-L-51
198,147G,657,10,2,NA,6/26/20,Initial,10_I,36.5B,0.626,2,Mote,S,M-L-51
201,148G,660,10,5,NA,6/26/20,Initial,10_I,34.5A,0.611,2,Mote,S,M-L-51
202,148G,780,14,9,NA,6/26/20,Final,14_F,34.5A,0.334,2,Mote,S,M-L-51
205,149G,662,10,7,NA,6/26/20,Initial,10_I,35.5B,0.635,2,Mote,S,M-L-51
206,149G,1081,24,9,NA,6/26/20,Final,24_F,35.5B,0.201,2,Mote,S,M-L-51
215,150G,667,10,12,NA,6/26/20,Initial,10_I,33.5A,0.651,2,Mote,S,M-L-51
216,150G,1361,9,4,NA,6/26/20,Final,9_F,33.5A,0.621,2,Mote,S,M-L-51
219,151G,855,16,9,NA,6/26/20,Final,16_F,34.5B,0.382,2,Mote,S,M-L-51
220,151G,666,10,11,NA,6/26/20,Initial,10_I,34.5B,0.665,2,Mote,S,M-L-51
223,152G,720,12,9,NA,6/26/20,Final,12_F,33.5B,0.583,2,Mote,S,M-L-51
224,152G,661,10,6,NA,6/26/20,Initial,10_I,33.5B,0.618,2,Mote,S,M-L-51
227,153G,649,10,7,NA,6/26/20,Final,10_F,33.5A,0.542,2,Mote,A,M-L-51
228,153G,656,10,1,NA,6/26/20,Initial,10_I,33.5A,0.613,2,Mote,A,M-L-51
231,154G,781,14,10,NA,6/26/20,Final,14_F,34.5A,0.408,2,Mote,A,M-L-51
232,154G,664,10,9,NA,6/26/20,Initial,10_I,34.5A,0.642,2,Mote,A,M-L-51
233,155G,1184,4,7,NA,6/26/20,Final,4_F,31.5B,0.612,2,Mote,S,M-L-51
234,155G,665,10,10,NA,6/26/20,Initial,10_I,31.5B,0.646,2,Mote,S,M-L-51
237,156G,675,10,20,NA,6/26/20,Initial,10_I,35.5A,0.658,2,Mote,S,M-L-51
240,157G,1319,7,20,NA,6/26/20,Initial,7_I,36.5A,0.655,2,Mote,S,M-L-51
241,157G,1087,26,1,NA,6/26/20,Final,26_F,36.5A,0.115,2,Mote,S,M-L-51
407,201B,1434,1,18,NA,6/28/20,Initial,1_I,33A,0.606,3,Mote,S,M-L-54
408,201B,2050,8,11,NA,6/28/20,Final,8_F,33A,0.563,3,Mote,S,M-L-54
413,202B,1418,1,3,NA,6/28/20,Initial,1_I,32A,0.602,3,Mote,S,M-L-54
414,202B,1912,4,5,NA,6/28/20,Final,4_F,32A,0.611,3,Mote,S,M-L-54
417,203B,1981,6,8,NA,6/28/20,Final,6_F,32B,0.595,3,Mote,S,M-L-54
418,203B,1425,1,10,NA,6/28/20,Initial,1_I,32B,0.62,3,Mote,S,M-L-54
422,204B,1726,18,3,NA,6/28/20,Final,18_F,35A,0.312,3,Mote,S,M-L-54
423,204B,1420,1,5,NA,6/28/20,Initial,1_I,35A,0.61,3,Mote,S,M-L-54
426,205B,1429,1,14,NA,6/28/20,Initial,1_I,35B,0.636,3,Mote,S,M-L-54
427,205B,1824,20,12,NA,6/28/20,Final,20_F,35B,0.325,3,Mote,S,M-L-54
432,206B,1421,1,6,NA,6/28/20,Initial,1_I,31B,0.598,3,Mote,S,M-L-54
433,206B,1662,16,20,NA,6/28/20,Final,16_F,31B,0.609,3,Mote,S,M-L-54
438,207B,1430,1,15,NA,6/28/20,Initial,1_I,36B,0.642,3,Mote,S,M-L-54
439,207B,1863,26,5,NA,6/28/20,Final,26_F,36B,0.117,3,Mote,S,M-L-54
442,208B,1426,1,11,NA,6/28/20,Initial,1_I,34B,0.611,3,Mote,S,M-L-54
443,208B,1572,14,3,NA,6/28/20,Final,14_F,34B,0.476,3,Mote,S,M-L-54
448,209B,1447,10,11,NA,6/28/20,Final,10_F,33B,0.6,3,Mote,S,M-L-54
449,209B,1902,3,15,NA,6/28/20,Initial,3_I,33B,0.621,3,Mote,S,M-L-54
456,210B,1435,1,19,NA,6/28/20,Initial,1_I,33A,0.632,3,Mote,S,M-L-54
457,210B,2058,8,19,NA,6/28/20,Final,8_F,33A,0.617,3,Mote,S,M-L-54
460,211B,1905,3,18,NA,6/28/20,Initial,3_I,31B,0.604,3,Mote,S,M-L-54
461,211B,1652,16,10,NA,6/28/20,Final,16_F,31B,0.619,3,Mote,S,M-L-54
466,212B,1906,3,19,NA,6/28/20,Initial,3_I,31A,0.631,3,Mote,S,M-L-54
467,212B,1415,1,20,NA,6/28/20,Final,1_F,31A,0.652,3,Mote,S,M-L-54
470,213B,1907,3,20,NA,6/28/20,Initial,3_I,36A,0.628,3,Mote,S,M-L-54
471,213B,1838,21,9,NA,6/28/20,Final,21_F,36A,0.097,3,Mote,S,M-L-54
1525,416W,454,11,14,,6/25/20,Final,F_11,35A,0.474,1,Mote,S,M-L-56
1526,416W,453,4,17,,6/25/20,Initial,I_4,35A,0.632,1,Mote,S,M-L-56
1529,417W,456,1,12,,6/25/20,Final,F_1,32A,0.618,1,Mote,S,M-L-56
1530,417W,455,4,16,,6/25/20,Initial,I_4,32A,0.636,1,Mote,S,M-L-56
1533,418W,458,4,14,,6/25/20,Final,F_4,33B,0.617,1,Mote,S,M-L-56
1534,418W,457,4,15,,6/25/20,Initial,I_4,33B,0.622,1,Mote,S,M-L-56
1539,419W,460,4,14,,6/25/20,Initial,I_4,37B,0.65,1,Mote,S,M-L-56
1540,419W,459,27,19,,6/25/20,Final,F_27,37B,0.071,1,Mote,S,M-L-56
1549,420W,462,8,18,,6/25/20,Final,F_8,34B,0.622,1,Mote,S,M-L-56
1550,420W,461,4,13,,6/25/20,Initial,I_4,34B,0.652,1,Mote,S,M-L-56
1555,421W,463,4,12,,6/25/20,Initial,I_4,33A,0.635,1,Mote,S,M-L-56
1556,421W,464,3,20,,6/25/20,Final,F_3,33A,0.464,1,Mote,S,M-L-56
1561,422W,466,4,11,,6/25/20,Initial,I_4,32B,0.642,1,Mote,S,M-L-56
1562,422W,465,2,17,,6/25/20,Final,F_2,32B,0.668,1,Mote,S,M-L-56
1567,423W,468,7,2,,6/25/20,Final,F_7,34A,0.598,1,Mote,S,M-L-56
1568,423W,467,4,10,,6/25/20,Initial,I_4,34A,0.642,1,Mote,S,M-L-56
1573,424W,469,21,4,,6/25/20,Final,F_21,36B,0.212,1,Mote,S,M-L-56
1574,424W,470,2,1,,6/25/20,Initial,I_2,36B,0.618,1,Mote,S,M-L-56
1579,425W,471,2,3,,6/25/20,Initial,I_2,36A,0.643,1,Mote,S,M-L-56
1580,425W,472,17,6,,6/25/20,Final,F_17,36A,0.201,1,Mote,S,M-L-56
1584,426W,474,25,16,,6/25/20,Final,F_25,37A,0,1,Mote,S,M-L-56
1585,426W,473,2,5,,6/25/20,Initial,I_2,37A,0.624,1,Mote,S,M-L-56
1588,427W,475,2,6,,6/25/20,Initial,I_2,35B,0.631,1,Mote,S,M-L-56
1589,427W,476,13,14,,6/25/20,Final,F_13,35B,0.463,1,Mote,S,M-L-56
1592,428W,477,2,7,,6/25/20,Initial,I_2,33A,0.61,1,Mote,A,M-L-56
1593,428W,478,3,12,,6/25/20,Final,F_3,33A,0.454,1,Mote,A,M-L-56
1597,429W,480,19,8,,6/25/20,Final,F_19,36A,0.122,1,Mote,A,M-L-56
1598,429W,479,2,8,,6/25/20,Initial,I_2,36A,0.611,1,Mote,A,M-L-56
1605,430W,482,25,13,,6/25/20,Final,F_25,37A,0,1,Mote,A,M-L-56
1606,430W,481,2,9,,6/25/20,Initial,I_2,37A,0.625,1,Mote,A,M-L-56
1611,431W,484,5,23,,6/25/20,Final,F_5,34A,0.572,1,Mote,A,M-L-56
1612,431W,483,2,10,,6/25/20,Initial,I_2,34A,0.633,1,Mote,A,M-L-56
1615,432W,486,1,11,,6/25/20,Final,F_1,32A,0.63,1,Mote,A,M-L-56
1616,432W,485,2,4,,6/25/20,Initial,I_2,32A,0.636,1,Mote,A,M-L-56
1621,433W,487,12,9,,6/25/20,Final,F_12,35A,0.485,1,Mote,A,M-L-56
1622,433W,488,2,2,,6/25/20,Initial,I_2,35A,0.599,1,Mote,A,M-L-56
1020,317B,1990,6,17,NA,6/28/20,Final,6_F,32B,0.598,3,Mote,S,M-L-58
1021,317B,1955,5,2,NA,6/28/20,Initial,5_I,32B,0.619,3,Mote,S,M-L-58
1026,318B,1954,5,1,NA,6/28/20,Initial,5_I,35B,0.595,3,Mote,S,M-L-58
1027,318B,1766,19,6,NA,6/28/20,Final,19_F,35B,0.266,3,Mote,S,M-L-58
1030,319B,1801,2,10,NA,6/28/20,Initial,2_I,34B,0.62,3,Mote,S,M-L-58
1031,319B,1589,14,20,NA,6/28/20,Final,14_F,34B,0.531,3,Mote,S,M-L-58
1038,320B,1809,2,17,NA,6/28/20,Initial,2_I,36A,0.641,3,Mote,S,M-L-58
1039,320B,1839,21,10,NA,6/28/20,Final,21_F,36A,0.143,3,Mote,S,M-L-58
1044,321B,1804,2,12,NA,6/28/20,Initial,2_I,34A,0.615,3,Mote,S,M-L-58
1045,321B,1512,12,7,NA,6/28/20,Final,12_F,34A,0.544,3,Mote,S,M-L-58
1050,322B,1803,2,11,NA,6/28/20,Initial,2_I,35B,0.613,3,Mote,S,M-L-58
1051,322B,1802,2,11,NA,6/28/20,Initial,2_I,31B,0.613,3,Mote,S,M-L-58
1052,322B,1661,16,19,NA,6/28/20,Final,16_F,31B,0.621,3,Mote,S,M-L-58
1053,322B,1777,19,17,NA,6/28/20,Final,19_F,35B,0.456,3,Mote,S,M-L-58
1058,323B,1798,2,7,NA,6/28/20,Initial,2_I,32B,0.63,3,Mote,S,M-L-58
1059,323B,2018,7,5,NA,6/28/20,Final,7_F,32B,0.611,3,Mote,S,M-L-58
1064,324B,1577,14,8,NA,6/28/20,Final,14_F,34B,0.503,3,Mote,S,M-L-58
1065,324B,1792,2,1,NA,6/28/20,Initial,2_I,34B,0.643,3,Mote,S,M-L-58
1068,325B,1796,2,5,NA,6/28/20,Initial,2_I,36B,0.638,3,Mote,S,M-L-58
1069,325B,1861,26,3,NA,6/28/20,Final,26_F,36B,0.139,3,Mote,S,M-L-58
1072,326B,1799,2,8,NA,6/28/20,Initial,2_I,31A,0.654,3,Mote,S,M-L-58
1073,326B,1403,1,8,NA,6/28/20,Final,1_F,31A,0.624,3,Mote,S,M-L-58
1078,327B,1570,14,1,NA,6/28/20,Final,14_F,34B,0.524,3,Mote,S,M-L-58
1079,327B,2037,7,18,NA,6/28/20,Initial,7_I,34B,0.612,3,Mote,S,M-L-58
1082,328B,2031,7,12,NA,6/28/20,Initial,7_I,35A,0.643,3,Mote,S,M-L-58
1083,328B,1702,17,19,NA,6/28/20,Final,17_F,35A,0.426,3,Mote,S,M-L-58
1086,329B,1823,20,11,NA,6/28/20,Final,20_F,35B,0.388,3,Mote,S,M-L-58
1087,329B,2009,6,16,NA,6/28/20,Initial,6_I,35B,0.618,3,Mote,S,M-L-58
1091,330B,1686,17,3,NA,6/28/20,Final,17_F,35A,0.35,3,Mote,S,M-L-58
1092,330B,2030,7,11,NA,6/28/20,Initial,7_I,35A,0.594,3,Mote,S,M-L-58
1097,331B,2032,7,13,NA,6/28/20,Initial,7_I,33A,0.636,3,Mote,S,M-L-58
1098,331B,2049,8,10,NA,6/28/20,Final,8_F,33A,0.606,3,Mote,S,M-L-58
1299,371W,1744,18,3,NA,6/28/20,Initial,18_I,35A,0.647,3,Mote,S,M-L-63
1300,371W,1729,18,6,NA,6/28/20,Final,18_F,35A,0.268,3,Mote,S,M-L-63
1303,372W,1743,18,2,NA,6/28/20,Initial,18_I,31B,0.64,3,Mote,S,M-L-63
1304,372W,1653,16,11,NA,6/28/20,Final,16_F,31B,0.634,3,Mote,S,M-L-63
1307,373W,1759,18,18,NA,6/28/20,Initial,18_I,33B,0.647,3,Mote,S,M-L-63
1308,373W,1484,11,8,NA,6/28/20,Final,11_F,33B,0.638,3,Mote,S,M-L-63
1313,374W,1789,2,9,NA,6/28/20,Final,2_F,31A,0.631,3,Mote,S,M-L-63
1314,374W,1555,13,6,NA,6/28/20,Initial,13_I,31A,0.654,3,Mote,S,M-L-63
1317,375W,1550,13,1,NA,6/28/20,Initial,13_I,34A,0.63,3,Mote,S,M-L-63
1318,375W,1548,13,2,NA,6/28/20,Final,13_F,34A,0.552,3,Mote,S,M-L-63
1323,376W,1558,13,9,NA,6/28/20,Initial,13_I,32A,0.625,3,Mote,S,M-L-63
1324,376W,1951,5,4,NA,6/28/20,Final,5_F,32A,0.629,3,Mote,S,M-L-63
1329,377W,1991,6,18,NA,6/28/20,Final,6_F,32B,0.632,3,Mote,S,M-L-63
1330,377W,1551,13,2,NA,6/28/20,Initial,13_I,32B,0.634,3,Mote,S,M-L-63
1333,378W,1855,24,1,NA,6/28/20,Final,24_F,36A,0.053,3,Mote,S,M-L-63
1334,378W,1556,13,7,NA,6/28/20,Initial,13_I,36A,0.64,3,Mote,S,M-L-63
1337,379W,2051,8,12,NA,6/28/20,Final,8_F,33A,0.616,3,Mote,S,M-L-63
1338,379W,1553,13,4,NA,6/28/20,Initial,13_I,33A,0.619,3,Mote,S,M-L-63
283,166W,1067,23,13,NA,6/26/20,Final,23_F,35.5B,0.272,2,Mote,S,M-L-70
284,166W,846,15,21,NA,6/26/20,Initial,15_I,35.5B,0.646,2,Mote,S,M-L-70
287,167W,793,14,7,NA,6/26/20,Initial,14_I,34.5B,0.63,2,Mote,S,M-L-70
288,167W,890,17,3,NA,6/26/20,Final,17_F,34.5B,0.488,2,Mote,S,M-L-70
291,168W,784,14,13,NA,6/26/20,Final,14_F,34.5A,0.536,2,Mote,S,M-L-70
292,168W,887,16,20,NA,6/26/20,Initial,16_I,34.5A,0.655,2,Mote,S,M-L-70
295,169W,1024,20,14,NA,6/26/20,Final,20_F,35.5A,0.366,2,Mote,S,M-L-70
296,169W,797,14,11,NA,6/26/20,Initial,14_I,35.5A,0.648,2,Mote,S,M-L-70
303,170W,607,1,9,NA,6/26/20,Final,1_F,31.5A,0.683,2,Mote,S,M-L-70
304,170W,796,14,10,NA,6/26/20,Initial,14_I,31.5A,0.648,2,Mote,S,M-L-70
307,171W,795,14,9,NA,6/26/20,Initial,14_I,32.5B,0.637,2,Mote,S,M-L-70
308,171W,1297,7,13,NA,6/26/20,Final,7_F,32.5B,0.641,2,Mote,S,M-L-70
311,172W,794,14,8,NA,6/26/20,Initial,14_I,31.5B,0.646,2,Mote,S,M-L-70
312,172W,1154,3,13,NA,6/26/20,Final,3_F,31.5B,0.672,2,Mote,S,M-L-70
315,173W,1146,3,5,NA,6/26/20,Final,3_F,31.5B,0.668,2,Mote,S,M-L-70
316,173W,799,14,13,NA,6/26/20,Initial,14_I,31.5B,0.657,2,Mote,S,M-L-70
319,174W,798,14,12,NA,6/26/20,Initial,14_I,32.5B,0.652,2,Mote,S,M-L-70
322,175W,1012,20,2,NA,6/26/20,Final,20_F,35.5A,0.302,2,Mote,S,M-L-70
323,175W,800,14,14,NA,6/26/20,Initial,14_I,35.5A,0.666,2,Mote,S,M-L-70
326,176W,1104,26,18,NA,6/26/20,Final,26_F,36.5A,0.14,2,Mote,S,M-L-70
327,176W,1159,3,4,NA,6/26/20,Initial,3_I,36.5A,0.62,2,Mote,S,M-L-70
330,177W,1168,3,13,NA,6/26/20,Initial,3_I,34.5B,0.626,2,Mote,S,M-L-70
331,177W,861,16,15,NA,6/26/20,Final,16_F,34.5B,0.516,2,Mote,S,M-L-70
334,178W,1217,5,1,NA,6/26/20,Final,5_F,32.5A,0.597,2,Mote,S,M-L-70
335,178W,1172,3,17,NA,6/26/20,Initial,3_I,32.5A,0.616,2,Mote,S,M-L-70
338,179W,1371,9,14,NA,6/26/20,Final,9_F,33.5A,0.557,2,Mote,S,M-L-70
339,179W,1173,3,18,NA,6/26/20,Initial,3_I,33.5A,0.627,2,Mote,S,M-L-70
348,180W,1137,28,20,NA,6/26/20,Final,28_F,36.5B,0.141,2,Mote,S,M-L-70
349,180W,1161,3,6,NA,6/26/20,Initial,3_I,36.5B,0.56,2,Mote,S,M-L-70
352,181W,1175,3,20,NA,6/26/20,Initial,3_I,33.5B,0.627,2,Mote,S,M-L-70
353,181W,717,12,6,NA,6/26/20,Final,12_F,33.5B,0.619,2,Mote,S,M-L-70
354,182W,1258,6,2,NA,6/26/20,Final,6_F,32.5A,0.624,2,Mote,S,M-L-70
355,182W,1201,4,4,NA,6/26/20,Initial,4_I,32.5A,0.603,2,Mote,S,M-L-70
357,183W,1171,3,16,NA,6/26/20,Initial,3_I,34.5A,0.661,2,Mote,S,M-L-70
358,184W,1166,3,11,NA,6/26/20,Initial,3_I,33.5B,0.631,2,Mote,S,M-L-70
359,184W,723,12,12,NA,6/26/20,Final,12_F,33.5B,0.623,2,Mote,S,M-L-70
360,185W,1061,23,7,NA,6/26/20,Final,23_F,35.5B,0.335,2,Mote,S,M-L-70
361,185W,827,15,3,NA,6/26/20,Initial,15_I,35.5B,0.637,2,Mote,S,M-L-70
362,186W,1243,5,7,NA,6/26/20,Initial,5_I,36.5B,0.654,2,Mote,S,M-L-70
363,186W,1129,28,12,NA,6/26/20,Final,28_F,36.5B,0.144,2,Mote,S,M-L-70
1798,480W,1276,6,13,NA,6/26/20,Initial,6_I,31.5B,0.643,2,Mote,S,M-L-75
1799,480W,1194,4,17,NA,6/26/20,Final,4_F,31.5B,0.649,2,Mote,S,M-L-75
1802,481W,1278,6,15,NA,6/26/20,Initial,6_I,35.5B,0.656,2,Mote,S,M-L-75
1803,481W,1064,23,10,NA,6/26/20,Final,23_F,35.5B,0.351,2,Mote,S,M-L-75
1806,482W,1352,8,15,NA,6/26/20,Initial,8_I,36.5A,0.643,2,Mote,S,M-L-75
1807,482W,1110,27,4,NA,6/26/20,Final,27_F,36.5A,0.121,2,Mote,S,M-L-75
1810,483W,1275,6,12,NA,6/26/20,Initial,6_I,33.5B,0.651,2,Mote,S,M-L-75
1811,483W,686,11,11,NA,6/26/20,Final,11_F,33.5B,0.621,2,Mote,S,M-L-75
1814,484W,1264,6,1,NA,6/26/20,Initial,6_I,34.5A,0.639,2,Mote,S,M-L-75
1815,484W,810,15,4,NA,6/26/20,Final,15_F,34.5A,0.529,2,Mote,S,M-L-75
1818,485W,1351,8,14,NA,6/26/20,Initial,8_I,35.5B,0.643,2,Mote,S,M-L-75
1819,485W,1056,23,2,NA,6/26/20,Final,23_F,35.5B,0.363,2,Mote,S,M-L-75
1822,486W,1283,6,20,NA,6/26/20,Initial,6_I,32.5A,0.654,2,Mote,S,M-L-75
1823,486W,618,1,20,NA,6/26/20,Final,1_F,31.5A,0.668,2,Mote,S,M-L-75
1824,486W,1259,6,3,NA,6/26/20,Final,6_F,32.5A,0.688,2,Mote,S,M-L-75
1825,486W,1284,6,20,NA,6/26/20,Initial,6_I,31.5A,0.654,2,Mote,S,M-L-75
1828,487W,1277,6,14,NA,6/26/20,Initial,6_I,33.5A,0.642,2,Mote,S,M-L-75
1829,487W,645,10,3,NA,6/26/20,Final,10_F,33.5A,0.576,2,Mote,S,M-L-75
1832,488W,1281,6,18,NA,6/26/20,Initial,6_I,36.5B,0.649,2,Mote,S,M-L-75
1833,488W,1134,28,17,NA,6/26/20,Final,28_F,36.5B,0.208,2,Mote,S,M-L-75
1836,489W,891,17,4,NA,6/26/20,Final,17_F,34.5B,0.588,2,Mote,S,M-L-75
1837,489W,1244,5,8,NA,6/26/20,Initial,5_I,34.5B,0.628,2,Mote,S,M-L-75
1844,490W,1237,5,1,NA,6/26/20,Initial,5_I,32.5A,0.63,2,Mote,S,M-L-75
1845,490W,1226,5,10,NA,6/26/20,Final,5_F,32.5A,0.671,2,Mote,S,M-L-75
1848,491W,1326,8,7,NA,6/26/20,Final,8_F,32.5B,0.66,2,Mote,S,M-L-75
1849,491W,1241,5,5,NA,6/26/20,Initial,5_I,32.5B,0.661,2,Mote,S,M-L-75
1195,350W,1881,28,3,NA,6/28/20,Final,28_F,36B,0.137,3,Mote,S,M-L-76
1196,350W,1474,10,18,NA,6/28/20,Initial,10_I,36B,0.663,3,Mote,S,M-L-76
1201,351W,1475,10,19,NA,6/28/20,Initial,10_I,33B,0.673,3,Mote,S,M-L-76
1202,351W,1477,11,1,NA,6/28/20,Final,11_F,33B,0.625,3,Mote,S,M-L-76
1205,352W,1549,13,3,NA,6/28/20,Final,13_F,34A,0.616,3,Mote,S,M-L-76
1206,352W,2068,8,9,NA,6/28/20,Initial,8_I,34A,0.67,3,Mote,S,M-L-76
1211,353W,2056,8,17,NA,6/28/20,Final,8_F,33A,0.623,3,Mote,S,M-L-76
1212,353W,2067,8,8,NA,6/28/20,Initial,8_I,33A,0.662,3,Mote,S,M-L-76
1217,354W,1482,11,6,NA,6/28/20,Final,11_F,33B,0.613,3,Mote,S,M-L-76
1218,354W,2066,8,7,NA,6/28/20,Initial,8_I,33B,0.625,3,Mote,S,M-L-76
1223,355W,2065,8,6,NA,6/28/20,Initial,8_I,35B,0.653,3,Mote,S,M-L-76
1224,355W,1815,20,3,NA,6/28/20,Final,20_F,35B,0.361,3,Mote,S,M-L-76
1227,356W,2064,8,5,NA,6/28/20,Initial,8_I,32A,0.636,3,Mote,S,M-L-76
1228,356W,1953,5,6,NA,6/28/20,Final,5_F,32A,0.628,3,Mote,S,M-L-76
1233,357W,2063,8,4,NA,6/28/20,Initial,8_I,31A,0.603,3,Mote,S,M-L-76
1234,357W,1405,1,10,NA,6/28/20,Final,1_F,31A,0.598,3,Mote,S,M-L-76
1237,358W,2052,8,13,NA,6/28/20,Final,8_F,33A,0.639,3,Mote,S,M-L-76
1238,358W,1746,18,5,NA,6/28/20,Initial,18_I,33A,0.633,3,Mote,S,M-L-76
1243,359W,1479,11,3,NA,6/28/20,Final,11_F,33B,0.633,3,Mote,S,M-L-76
1244,359W,2062,8,3,NA,6/28/20,Initial,8_I,33B,0.623,3,Mote,S,M-L-76
